Configuration,Term,J,"Level 
 (cm-1)","Uncertainty 
 (cm-1)",Landé-g,Leading percentages,,,,,,,Reference
3d6(5D)6d,114242,5/2,114 242.513,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114333,7/2,114 333.701,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114352,5/2,114 352.875,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114393,3/2,114 393.845,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114395,7/2,114 395.468,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114399,3/2,114 399.170,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114428,7/2,114 428.410,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114464,3/2,114 464.872,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114470,5/2,114 470.803,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114475,5/2,114 475.826,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(3G)5p,2H°,11/2,114 515.453,0.005,,50,3d6(3G)5p,2H°,,29,3d6(3G)5p,4H°,L18349c137
,,9/2,114 770.394,0.005,,69,3d6(3G)5p,2H°,,7,3d6(3G)5p,2G°,L18349c137
,,,,,,,,,,,,,
3d6(5D)6d,114584,5/2,114 584.409,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114596,3/2,114 596.462,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114673,1/2,114 673.754,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(3G)5p,4G°,11/2,114 870.874,0.005,,44,3d6(3G)5p,4G°,,14,3d5(2G2)4s(3G)4p,4G°,L18349c137
,,,,,,,,,,,,,
3d6(3G)5p,2G°,9/2,114 877.996,0.005,,69,3d6(3G)5p,2G°,,7,3d6(3G)5p,2H°,L18349c137
,,,,,,,,,,,,,
3d6(5D)6d,6P,7/2,114 980.083,0.005,,,,,,,,,L18349
,,3/2,115 009.864,0.005,,,,,,,,,L18349
,,5/2,115 047.887,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(3D)4d,4F,9/2,115 030.664,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d54s(5S)5s,6S,5/2,115 367.230,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d54s(5S)5s,4S,3/2,115 545.861,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d54s(5S)4d,6D,1/2,116 333.201,0.008,,,,,,,,,L18349
,,9/2,116 334.944,0.005,,,,,,,,,L18349
,,3/2,116 335.731,0.006,,,,,,,,,L18349
,,5/2,116 338.649,0.005,,,,,,,,,L18349
,,7/2,116 342.274,0.006,,,,,,,,,L18349
,,,,,,,,,,,,,
3d54p2,4P,5/2,118 097.578,0.005,,,,,,,,,L18349
,,3/2,118 277.347,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D4)6h,2[7]°,13/2,118 448.293,0.005,,97,3d6(5D4)6h,2[7]°,,,,,L18349c137
,,15/2,118 448.303,0.005,,100,3d6(5D4)6h,2[7]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D4)6h,2[6]°,11/2,118 448.484,0.005,,100,3d6(5D4)6h,2[6]°,,,,,L18349c137
,,13/2,118 448.489,0.005,,97,3d6(5D4)6h,2[6]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D4)6h,2[5]°,9/2,118 451.591,0.005,,100,3d6(5D4)6h,2[5]°,,,,,L18349c137
,,11/2,118 451.591,0.005,,100,3d6(5D4)6h,2[5]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D4)6h,2[8]°,15/2,118 452.687,0.005,,100,3d6(5D4)6h,2[8]°,,,,,L18349c137
,,17/2,118 452.702,0.005,,100,3d6(5D4)6h,2[8]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D4)6h,2[4]°,9/2,118 456.318,0.005,,100,3d6(5D4)6h,2[4]°,,,,,L18349c137
,,7/2,118 456.319,0.005,,100,3d6(5D4)6h,2[4]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D4)6h,2[3]°,7/2,118 461.560,0.005,,100,3d6(5D4)6h,2[3]°,,,,,L18349c137
,,5/2,118 461.566,0.005,,100,3d6(5D4)6h,2[3]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D4)6h,2[9]°,17/2,118 464.102,0.005,,100,3d6(5D4)6h,2[9]°,,,,,L18349c137
,,19/2,118 464.124,0.005,,100,3d6(5D4)6h,2[9]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D4)6h,2[2]°,3/2,118 466.421,0.005,,100,3d6(5D4)6h,2[2]°,,,,,L18349c137
,,5/2,118 466.429,0.005,,100,3d6(5D4)6h,2[2]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D4)6h,2[1]°,1/2,118 470.124,0.006,,100,3d6(5D4)6h,2[1]°,,,,,L18349c137
,,3/2,118 470.134,0.005,,100,3d6(5D4)6h,2[1]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D3)6h,2[6]°,11/2,118 889.550,0.005,,100,3d6(5D3)6h,2[6]°,,,,,L18349c137
,,13/2,118 889.562,0.005,,100,3d6(5D3)6h,2[6]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D3)6h,2[5]°,9/2,118 890.203,0.005,,100,3d6(5D3)6h,2[5]°,,,,,L18349c137
,,11/2,118 890.208,0.005,,100,3d6(5D3)6h,2[5]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D3)6h,2[7]°,13/2,118 890.596,0.005,,100,3d6(5D3)6h,2[7]°,,,,,L18349c137
,,15/2,118 890.610,0.005,,100,3d6(5D3)6h,2[7]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D3)6h,2[4]°,7/2,118 891.802,0.005,,100,3d6(5D3)6h,2[4]°,,,,,L18349c137
,,9/2,118 891.809,0.005,,100,3d6(5D3)6h,2[4]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D3)6h,2[3]°,5/2,118 893.733,0.005,,100,3d6(5D3)6h,2[3]°,,,,,L18349c137
,,7/2,118 893.735,0.005,,100,3d6(5D3)6h,2[3]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D3)6h,2[8]°,15/2,118 894.16,0.02,,100,3d6(5D3)6h,2[8]°,,,,,L18349c137
,,17/2,118 894.16,0.02,,100,3d6(5D3)6h,2[8]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D3)6h,2[2]°,5/2,118 895.519,0.005,,100,3d6(5D3)6h,2[2]°,,,,,L18349c137
,,3/2,118 895.530,0.005,,100,3d6(5D3)6h,2[2]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D2)6h,2[3]°,7/2,119 191.728,0.005,,100,3d6(5D2)6h,2[3]°,,,,,L18349c137
,,5/2,119 191.735,0.005,,100,3d6(5D2)6h,2[3]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D2)6h,2[7]°,15/2,119 193.03,0.02,,100,3d6(5D2)6h,2[7]°,,,,,L18349c137
,,13/2,119 193.05,0.02,,100,3d6(5D2)6h,2[7]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D2)6h,2[4]°,7/2,119 194.513,0.005,,100,3d6(5D2)6h,2[4]°,,,,,L18349c137
,,9/2,119 194.519,0.005,,100,3d6(5D2)6h,2[4]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D2)6h,2[5]°,9/2,119 196.443,0.005,,100,3d6(5D2)6h,2[5]°,,,,,L18349c137
,,11/2,119 196.445,0.005,,98,3d6(5D2)6h,2[5]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D2)6h,2[6]°,11/2,119 196.455,0.005,,98,3d6(5D2)6h,2[6]°,,,,,L18349c137
,,13/2,119 196.463,0.005,,100,3d6(5D2)6h,2[6]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D1)6h,2[4]°,7/2,119 379.372,0.007,,100,3d6(5D1)6h,2[4]°,,,,,L18349c137
,,9/2,119 379.445,0.005,,100,3d6(5D1)6h,2[4]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D1)6h,2[6]°,13/2,119 385.52,0.02,,100,3d6(5D1)6h,2[6]°,,,,,L18349c137
,,11/2,119 385.53,0.02,,100,3d6(5D1)6h,2[6]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D1)6h,2[5]°,9/2,119 395.874,0.005,,100,3d6(5D1)6h,2[5]°,,,,,L18349c137
,,11/2,119 395.889,0.005,,100,3d6(5D1)6h,2[5]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D0)6h,2[5]°,9/2,119 483.129,0.005,,100,3d6(5D0)6h,2[5]°,,,,,L18349c137
,,11/2,119 483.146,0.005,,100,3d6(5D0)6h,2[5]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3H)6s,4H,13/2,121 863.975,0.005,,,,,,,,,L18349
,,9/2,122 166.779,0.005,,,,,,,,,L18349
,,7/2,122 297.664,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(3H)6s,2H,11/2,122 315.037,0.005,,,,,,,,,L18349
,,9/2,122 573.335,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(3P22)4f,2[4]°,9/2,122 355.101,0.005,,58,,,,37,3d6(3P12)4f,2[4]°,L18349
,,,,,,,,,,,,,
3d6(3P22)4f,2[3]°,7/2,122 355.608,0.005,,52,,,,33,3d6(3P12)4f,2[3]°,L18349
,,,,,,,,,,,,,
3d6(3H6)4f,2[8]°,15/2,122 910.924,0.005,,70,3d6(3H6)4f,2[8]°,,9,3d5(2I)4s(3I7)4p,2[8]°,L18349c137
,,17/2,123 007.901,0.005,,97,3d6(3H6)4f,2[8]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3H6)4f,2[3]°,7/2,122 946.458,0.005,,97,3d6(3H6)4f,2[3]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3H6)4f,2[9]°,17/2,122 952.738,0.005,,100,3d6(3H6)4f,2[9]°,,,,,L18349c137
,,19/2,122 954.144,0.005,,100,3d6(3H6)4f,2[9]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3H6)4f,2[4]°,9/2,122 988.195,0.006,,94,3d6(3H6)4f,2[4]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3H6)4f,2[7]°,13/2,122 990.633,0.006,,44,3d6(3H6)4f,2[7]°,,13,3d6(3H5)4f,2[7]°,L18349c137
,,15/2,123 018.433,0.005,,95,3d6(3H6)4f,2[7]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3H6)4f,2[5]°,11/2,123 002.306,0.005,,84,3d6(3H6)4f,2[5]°,,15,3d6(3H6)4f,2[6]°,L18349c137
,,9/2,123 026.355,0.005,,94,3d6(3H6)4f,2[5]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3H6)4f,2[6]°,13/2,123 015.399,0.005,,93,3d6(3H6)4f,2[6]°,,6,3d6(3H6)4f,2[7]°,L18349c137
,,11/2,123 037.483,0.007,,83,3d6(3H6)4f,2[6]°,,14,3d6(3H6)4f,2[5]°,L18349c137
,,,,,,,,,,,,,
3d6(3H5)4f,2[7]°,13/2,123 168.704,0.006,,46,3d6(3H6)4f,2[7]°,,23,3d6(3H5)4f,2[7]°,L18349c137
,,15/2,123 238.446,0.005,,66,3d6(3H5)4f,2[7]°,,27,3d6(3H5)4f,2[8]°,L18349c137
,,,,,,,,,,,,,
3d6(3H5)4f,2[8]°,15/2,123 193.101,0.005,,67,3d6(3H5)4f,2[8]°,,19,3d6(3H5)4f,2[7]°,L18349c137
,,17/2,123 219.252,0.005,,96,3d6(3H5)4f,2[8]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3H5)4f,2[6]°,13/2,123 249.656,0.006,,65,3d6(3H5)4f,2[6]°,,30,3d6(3H5)4f,2[7]°,L18349c137
,,11/2,123 251.479,0.007,,67,3d6(3H5)4f,2[6]°,,28,3d6(3H5)4f,2[5]°,L18349c137
,,,,,,,,,,,,,
3d6(3H5)4f,2[5]°,11/2,123 270.356,0.006,,68,3d6(3H5)4f,2[5]°,,29,3d6(3H5)4f,2[6]°,L18349c137
,,,,,,,,,,,,,
3d6(3H4)4f,2[6]°,13/2,123 355.521,0.005,,34,3d6(3H4)4f,2[7]°,,24,3d6(3H4)4f,2[6]°,L18349c137
,,11/2,123 441.099,0.005,,74,3d6(3H4)4f,2[6]°,,23,3d6(3H4)4f,2[5]°,L18349c137
,,,,,,,,,,,,,
3d6(3H4)4f,2[7]°,15/2,123 396.256,0.005,,94,3d6(3H4)4f,2[7]°,,,,,L18349c137
,,13/2,123 414.735,0.005,,56,3d6(3H4)4f,2[7]°,,32,3d6(3H4)4f,2[6]°,L18349c137
,,,,,,,,,,,,,
3d6(3H4)4f,2[5]°,11/2,123 427.132,0.007,,71,3d6(3H4)4f,2[5]°,,22,3d6(3H4)4f,2[6]°,L18349c137
,,9/2,123 435.460,0.006,,94,3d6(3H4)4f,2[5]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3H4)4f,2[3]°,5/2,123 430.204,0.006,,71,3d6(3H4)4f,2[3]°,,19,3d6(3H4)4f,2[2]°,L18349c137
,,,,,,,,,,,,,
3d6(3H4)4f,2[4]°,7/2,123 435.246,0.005,,93,3d6(3H4)4f,2[4]°,,,,,L18349c137
,,9/2,123 460.713,0.008,,93,3d6(3H4)4f,2[4]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3P21)4f,2[4]°,9/2,123 629.564,0.005,,61,,,,38,3d6(3P11)4f,2[4]°,L18349
,,,,,,,,,,,,,
3d6(3H)5d,4H,13/2,124 208.730,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(3H)5d,4K,15/2,124 297.238,0.016,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(3F24)4f,2[6]°,13/2,124 400.143,0.006,,52,3d6(3F24)4f,2[6]°,,22,3d6(3F24)4f,2[7]°,L18349c137
,,,,,,,,,,,,,
3d6(3F24)4f,2[7]°,15/2,124 421.522,0.005,,75,3d6(3F24)4f,2[7]°,,21,3d6(3F14)4f,2[7]°,L18349c137
,,13/2,124 436.424,0.006,,51,3d6(3F24)4f,2[7]°,,18,3d6(3F24)4f,2[6]°,L18349c137
,,,,,,,,,,,,,
3d6(3H)5d,2K,15/2,124 582.373,0.008,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(3F23)4f,2[6]°,13/2,124 661.304,0.006,,76,3d6(3F23)4f,2[6]°,,20,3d6(3F13)4f,2[6]°,L18349c137
,,,,,,,,,,,,,
3d6(3G5)4f,2[6]°,11/2,127 482.749,0.007,,79,3d6(3G5)4f,2[6]°,,15,3d6(3G5)4f,2[5]°,L18349c137
,,,,,,,,,,,,,
3d6(3G5)4f,2[7]°,15/2,127 484.682,0.006,,95,3d6(3G5)4f,2[7]°,,,,,L18349c137
,,13/2,127 515.212,0.005,,34,3d6(3G5)4f,2[7]°,,17,3d6(3H6)6p,2[7]°,L18349c137
,,,,,,,,,,,,,
3d6(3G5)4f,2[8]°,15/2,127 524.138,0.005,,95,3d6(3G5)4f,2[8]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3G4)4f,2[5]°,11/2,127 869.205,0.008,,53,3d6(3G4)4f,2[5]°,,36,3d6(3G4)4f,2[6]°,L18349c137
,,,,,,,,,,,,,
3d6(3G4)4f,2[6]°,13/2,127 875.042,0.007,,93,3d6(3G4)4f,2[6]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3G4)4f,2[7]°,15/2,127 893.010,0.005,,95,3d6(3G4)4f,2[7]°,,,,,L18349c137
,,13/2,127 895.245,0.005,,94,3d6(3G4)4f,2[7]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3G3)4f,2[5]°,9/2,128 055.701,0.007,,54,3d6(3G3)4f,2[5]°,,42,3d6(3G3)4f,2[4]°,L18349c137
,,11/2,128 071.181,0.006,,77,3d6(3G3)4f,2[5]°,,17,3d6(3G3)4f,2[6]°,L18349c137
,,,,,,,,,,,,,
3d6(3G3)4f,2[6]°,13/2,128 110.204,0.006,,94,3d6(3G3)4f,2[6]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(3H)5d,4I,15/2,128 802.555,0.017,,,,,,,,,L18349
,,,,,,,,,,,,,
Fe III (3d6 5D4),Limit,---,130 655.4,0.4,,,,,,,,,L18349
